Initial_Weight,Final_Weight,Height,Age,Gender
190,177.8,60,77,female
168,161,65,48,female
165,156,63,33,female
219,222.8,66,30,female
148,145,63,47,female
232,222.8,69,43,female
129,129,61,50,female
288,267,66,55,female
240,240,74,28,male
253,236,67,43,female
196,187,66,46,female
233,241.4,72,24,female
266,259.6,69,43,male
190,190,64,46,female
166,160,63,30,female
204,204,74,35,female
140,131.8,65,27,female
168,156.1,67,31,female
180,180,66,41,female
180,180,67,40,male
180,180,63,42,female
180,180,69,39,female
254,245,65,61,female
199,199,67,36,female
166,166,65,25,female
135,135,66,38,female
138,136,63,41,female
168,168,62,26,female
285,285,76,21,male
109.5,112,63,29,female
250,250,66,23,female
160,162,63,31,female
340,340,63,47,female
158,149.5,65,58,female
278.5,278.5,66,48,female
157,157,63,60,female
165,174.3,64,38,female
137,137,61,44,female
240,230.8,68,44,male
256.5,253.8,67,36,female
208,190,65,73,female
204,216.2,66,31,female
142,140.2,66,37,female
260,260,72,23,male
210,201,65,49,female
150,157,64,33,female
234,234,69,40,female
202,202,64,47,female
145,145,69,39,female
147,147,62,36,female
263,261,67,69,male
205,205,65,37,female
219,222,67,27,female
203,201,68,61,female
277,277,69,36,female
165.2,166,66,31,female
138,138,66,40,female
156,157,64,26,male
152,152,65,30,female
189,182,71,25,male
140.8,137,62,31,female
162,200,70,31,female
290,290,67,38,female
140,140,69,23,female
198,198,70,22,male
135,135,65,24,female
139,139,65,27,female
210,202.4,69,30,female
270,211,73,54,male
190,196,67,37,male
164,164,66,26,female
142,139,65,25,female
135,134,65,33,female
223,220.9,66,58,female
158,148.5,64,34,female
155,155,69,43,female
143,141,69,47,female
139,135,63,49,female
250,250,71,50,female
217,215,65,40,male
154,155.2,67,31,female
200,197,64,66,female
168,168,68,44,male
210,210,67,30,female
240,227.8,71,34,male
167,167,62,23,female
455,428,67,34,male
167,180,64,19,female
187,187,61,79,female
352.4,337.8,69,34,female
167,154.5,66,34,female
204,204,62,32,female
160,160,62,63,female
182,182,65,28,female
245,245,62,68,female
112.6,112.6,62,31,female
200,199,62,32,female
259,260,64,23,female
325,322.5,66,48,female
213,213,68,40,female
165,165,60,37,female
180,180,66,59,female
163,160,70,43,female
182,182,70,40,female
240,240,64,33,female
298,298,67,41,female
225,225,65,67,female
348,328,69,31,female
208,187.5,70,56,female
132,138,62,34,female
153,153,66,39,female
193,193,66,16,female
139.4,139.4,62,57,female
170,170,63,37,male
184,184,67,48,female
230,218,63,30,female
192,191,62,38,female
205,205,65,25,female
172,172,65,24,female
152,147.2,68,40,female
199,196,69,34,female
118,118,66,28,female
217.8,212.4,70,24,female
219,219,69,73,male
175,175,63,53,female
140,140,64,16,female
130,130,59,50,female
139,139,64,29,female
153,154.8,67,34,female
210,207,69,24,female
185,185,65,49,female
270,263.5,67,32,female
187,179,65,37,female
295,295,69,55,female
144,134.8,61,50,female
212,212,66,38,female
224.2,221.8,68,37,female
210,210,66,31,female
165,165,65,43,female
198,198,64,39,female
92,92,61,13,female
144,144,65,59,female
162,148.2,64,42,female
137,137,64,54,female
160,158,69,27,female
220,214,66,46,male
152,152,67,46,female
247,247,68,27,female
207,207,62,60,female
168,168,62,48,female
138,138,66,40,female
139,132,64,24,female
192,192.5,67,31,female
144,148,64,55,female
260.2,158.5,68,37,female
212,215,65,38,female
138,138,66,19,male
180,180,68,26,male
129,127.5,65,52,female
175,175,64,46,female
210,206,64,56,female
223,216.2,65,55,female
190,183.8,66,48,female
215,215,68,28,female
142.8,141.8,65,33,female
170,170,67,36,female
207,210.4,69,38,female
301,301,60,43,female
262,249,67,40,female
187,170,65,56,female
164,147,68,39,female
180,190,67,21,female
235,235,68,49,female
189,189,70,43,female
155,155,70,32,male
294,294,66,71,female
170,170,60,37,female
219,217,66,48,female
118,118,62,27,female
229,222.5,67,51,female
186,186,65,49,female
240,240,69,35,female
264,264,72,56,male
149,149,68,44,female
142,141.7,62,22,female
139,137.4,60,35,female
291,291,66,31,female
166,166,66,52,female
170,170,63,21,female
160,160,63,50,female
198,198,64,56,female
237,237,65,48,female
277,272,72,36,male
260,260,67,47,female
169,169,61,63,female
225,225,62,35,female
148,160,64,29,female
182,182,64,61,female
147,147,63,68,male
237,239,70,45,male
224,221,64,22,female
142.8,137,65,37,female
257,248,66,57,male
170,170,60,32,female
275,276,66,27,female
221,221,76,52,male
169,173,68,38,female
204,204,72,58,male
187,187,67,44,female
135,134,61,24,female
185,187.8,67,21,female
179,181,63,46,female
160,160,64,30,female
115,103,60,47,female
224,224,71,64,female
195,195,66,24,female
158,158,65,46,female
340,337,61,53,female
165,158,61,33,female
125,125,64,51,female
234,234,72,69,male
186,186,60,36,female
152,152,66,62,male
285,287,68,19,female
213,213,67,46,male
230,230,65,41,female
170,160,70,40,female
150,139.8,64,27,female
135,146,63,49,female
173,173.5,62,35,female
145,145,65,24,female
209,209,62,69,female
181,180.5,64,49,female
225,222,64,43,female
290.6,288.8,67,32,female
194,194,70,31,male
138,138,62,26,female
268,268,65,31,female
258,266.8,67,35,female
160,160,63,64,female
285,285,74,53,male
185,195.2,60,23,female
383,383,71,48,female
184,182,63,41,female
150,150,67,38,female
195,195,70,26,male
240,240,72,33,male
280,275,68,47,female
169,166.6,65,59,female
210,210,65,23,female
120,120,63,42,female
200,198.6,69,61,male
329,329,74,39,male
158,158,66,25,female
140,140,72,30,male
167,163,67,38,female
126,126,60,11,male
120,130,59,30,female
190,190,72,54,male
204,206,67,29,female
195,195,71,26,male
295,295,65,24,female
275,264.4,70,47,male
322.8,316.6,73,49,male
320,320,67,53,female
191,191,68,56,female
204,204,69,52,female
191,191,67,33,female
152,150.5,65,56,female
186,161.8,67,30,female
149.6,149.6,68,32,female
190,190,61,36,female
160,160,65,29,female
209,203.5,70,25,male
235,237,70,26,male
182,183,64,37,female
175,175,70,57,male
161,161,66,31,male
120,90,60,37,female
177,177,67,30,female
150,144,68,36,female
211,207,66,26,female
267,267,69,40,female
355,355,67,56,female
158,158,66,39,female
304,302.2,69,57,female
238,238,61,52,female
165,168,66,41,female
192,169.2,67,32,female
173,169.5,64,38,female
244,235,64,32,female
194,188,70,39,male
224.62,219.54,70,38,male
130,130,68,55,female
137,131.2,62,45,female
225,223,67,44,female
160,157,65,59,female
140,140,65,38,female
176,170,62,30,female
254,250,74,36,male
121,118.5,59,39,female
137,137,62,39,female
140,140,64,57,female
145,145,64,71,female
170,165,63,54,female
169,162,64,43,female
282,281,69,64,male
280,280,70,24,female
138,138,63,54,female
129,130,49,58,female
160,160,66,46,female
214,201,61,50,female
186,186,62,24,female
209,209,61,39,female
156,149.6,68,22,female
177,177,61,30,female
145,138,66,19,female
150,150,67,25,female
145,144,64,38,female
172,176.6,66,64,female
260,250.47,66,52,female
165,156,65,35,female
147,130,63,21,female
161,159.5,67,42,female
123,124,61,18,female
190,186,65,39,female
135,130,63,45,female
285,285,71,41,male
193.5,191.5,61,23,female
180,179,62,34,female
153,151.5,66,40,female
154,152,64,34,female
235,235,66,22,female
185,185,67,41,female
176.2,169,61,45,female
306.2,271.6,64,54,female
279,278,77,29,male
310,310,71,62,male
167,167,68,41,female
224,201,68,47,female
174,174,68,25,female
224.8,224.8,68,37,female
170,170,62,28,female
208,208,65,60,female
123,121,64,24,female
184,182,64,47,female
183,183,64,55,female
205,205,64,54,female
220,220,66,41,female
185,185,67,39,female
258,239,68,32,female
156,146,65,26,female
170,170,63,37,female
140,140,63,42,female
175,175,70,23,male
292,292,68,37,female
225,222.8,65,40,female
146,150.5,63,30,female
238,238,63,39,female
150,150,63,21,female
150,150,64,70,female
164,160,68,23,female
141,139.8,69,33,female
220,220,69,40,female
164,162.8,64,31,female
177,177,65,52,female
170,170,68,36,female
151,153,64,31,female
219,219.4,68,29,female
150,146,64,35,female
158,156,62,24,female
183,183,68,56,female
252,252,61,52,female
150,150,64,16,female
181,181,67,68,female
184,184,65,26,female
275,275,66,19,female
140,140,67,33,female
124,122,67,31,female
165,165,62,34,female
128,128,60,40,female
202,198,65,57,female
204,204,62,43,female
180,180,68,52,male
190,190,62,37,female
232,232,66,52,female
184.5,186,69,31,female
220,218.4,66,58,female
120,118.2,64,23,female
160,160,66,35,female
266,266,65,59,female
188,188,67,42,male
145,145,63,44,female
139,140.8,66,24,female
160,160,73,22,female
251,251,65,26,female
132,123.5,62,36,female
200,196,66,21,female
307,306,69,41,female
265,265,68,50,female
250,247,65,37,female
233,222,65,58,female
145,145,63,46,female
196,196,59,33,female
251,243,64,31,female
183,185,66,46,female
142,142,62,63,female
155,155,66,21,female
183,183,61,38,female
221,221,67,39,female
300,304,74,68,male
375,375,62,56,female
228,228,65,43,female
235,235,70,44,female
175,175,64,43,female
123,119,60,29,female
291,285,67,38,female
290,290,71,35,male
150,150,62,17,female
149,149,67,44,female
196,186.6,66,23,female
215,219,66,48,female
157,157,63,55,female
187,187,62,52,female
152,152,68,29,female
292,298,71,34,male
132,131.5,64,37,female
190,190,68,62,male
200,189,61,58,female
227,221,63,34,female
173,169,62,51,female
251.9,238.5,67,51,male
238,238,76,43,male
166,153,65,61,female
370,358,70,42,female
167,167,69,23,male
152,152,60,27,female
175,175,65,44,female
170,170,64,37,female
170,170,64,48,female
165,165,68,34,female
173,173,61,45,female
207.5,199.9,68,55,female
179,179,65,45,female
251,251,69,61,male
170,170,64,52,female
225,225,72,58,male
200,192,68,42,female
270,270,65,25,female
202,191.4,65,47,female
131,131,63,44,female
197,197,71,40,male
214,201.1,70,30,male
207,207,66,52,female
189.64,161.7,69,31,male
159,152.2,61,56,female
148,148,61,64,female
116,116,63,22,female
203,203,64,54,female
125,113.4,64,44,female
114,110,60,27,female
134,134,61,30,female
246,246,70,52,male
140,140,60,60,female
169,169,63,62,female
215,207,64,51,female
170,170,65,47,female
211,215,63,29,female
222,217,70,61,male
230,230,67,57,female
184,184.7,70,53,male
159,157,66,55,female
157,157,67,44,female
250,250,66,43,female
311,311,67,52,female
250,240,60,57,female
157,153.2,64,31,female
148,148,64,27,female
172,175,63,38,female
212,212,61,33,female
168,167,68,19,male
255,255,73,39,male
144,144,64,25,female
267.6,266.8,69,32,female
112,112,67,20,female
175,170.75,67,56,female
269,266,71,41,male
248.5,248.5,66,41,female
255,255,70,57,female
226,226,66,53,female
136,125,60,57,female
170,170,60,68,female
164,164,63,29,female
139,139,62,33,female
187,187,61,36,female
225,225,67,35,female
191,188,69,39,female
126,125,61,39,female
201,201,67,32,male
163,163,62,40,female
223,202,66,28,female
155,153.6,58,31,female
278,269,63,46,female
228,228,64,36,female
300,300,63,48,female
137,137,64,24,female
227,227,65,46,female
158,149,66,29,female
173,166,64,35,female
217,217,67,46,female
167,167,64,31,female
148,148,62,47,female
318,318,66,57,female
163,155.4,63,30,female
170,170,63,35,female
200,200,65,31,female
115,115,59,50,female
220,220,72,60,male
178,174,66,36,female
196,194,69,35,female
180,170,66,28,female
155,155,64,57,female
241,245,69,50,female
235,229,66,35,female
415,401,67,31,female
158,158,67,46,female
161,150,61,26,female
213.5,213.5,70,71,female
243,243,68,53,female
180,180,64,54,female
192,192,64,39,female
210,206.4,69,39,male
165,165,67,33,female
205,205,69,85,female
136,136,70,22,male
255,252,67,69,female
157,157,64,59,female
262,254.5,70,36,female
167,167,69,33,male
201,206.4,70,36,female
155,155,68,32,female
240,241,70,39,male
200,200,68,24,female
215,209.8,66,41,female
181,181,64,58,female
180,173.5,66,33,female
256,254,63,42,female
170,168,61,68,female
167,167,65,33,female
140,140,64,24,female
165,165,71,28,male
130,128.8,62,25,female
180,180,63,61,female
161,161,65,44,female
167,167,62,46,female
160,155,64,22,female
150,148,64,29,female
146,146,61,46,female
135,135,62,22,female
125,125,64,28,female
178,178,68,32,female
135,135,59,48,female
280,280,62,51,female
160,160,60,51,female
148,148,65,49,female
163,163,65,30,female
189,189,67,30,female
193,193,66,43,female
203,203,64,56,female
135,135,67,20,female
195,195,64,57,female
259,259,71,25,male
290,303.8,67,65,female
328,328,68,38,male
130,132.6,63,22,female
256,260,69,30,female
176,177.6,68,36,female
138,138,63,33,female
153,153,64,37,female
250,239,70,21,male
163,161.3,65,57,female
165,165,63,39,female
184,181.5,61,31,female
167,167,66,53,female
147,147,70,30,female
154,154,62,72,female
167,165,66,30,female
128,128,60,28,female
150,150,66,45,female
156,145,67,31,female
200,200,62,46,female
187.61,185.61,68,69,male
212,215,67,54,male
278,278,69,30,male
137,129.5,65,55,female
175,175.8,71,58,male
146,146,63,48,female
375,375,63,50,female
310,310,68,27,female
235,229.4,68,26,female
191,191,68,33,male
176,176,68,30,male
235,235,66,33,female
177,177,66,44,female
150,150,66,28,female
164,141.3,64,37,female
250,250,70,37,female
197,197,63,22,female
155,155,62,47,female
155,155,71,39,male
275,275,66,47,female
129,129,62,55,female
217,217,72,52,female
230,230,72,34,male
155,155,65,28,female
220,220,66,71,female
310,310,66,33,female
150,150,67,26,female
165,162,59,50,female
155,155,71,21,female
229,229,64,27,female
117,117,62,39,female
149,148,65,28,female
158,157,66,45,female
155,146.6,65,24,female
167,167,65,61,female
161,161,70,22,female
190,190,62,51,female
180,180,72,40,female
156,156,69,29,female
123,123,62,28,female
242,242,66,60,female
220,220,64,31,female
146,146,62,40,female
170,170,61,28,female
221,221,68,38,female
122,122,61,30,female
138,138,66,34,female
178,178,65,41,female
244,242,63,43,female
235,235,71,48,male
152,152,65,44,female
135,135,65,36,female
130,130,58,30,female
200,200,68,47,male
157,150,65,50,female
169,169,61,53,female
165,170,66,24,female
180,180,69,29,female
268,268,64,57,female
240,239.8,71,46,male
144,143,66,39,female
143,143,62,35,female
198,196.4,64,37,female
180,180,63,33,female
141,141,67,23,female
148,148,65,22,female
280,276,69,44,female
158,158,63,56,female
145,145,65,45,female
160,160,68,36,female
160,160,70,30,female
160,159.5,64,34,female
140,140,64,32,female
184,184,69,38,female
150,150,60,32,female
207,207,67,43,female
275,246.6,65,33,female
190,190,64,41,female
205,205,65,50,female
165,165,65,47,female
138,138,64,27,female
178,178,57,38,female
180,180,65,45,female
184,184,62,56,female
119,119,64,26,female
138,138,64,49,female
124,119.5,61,37,female
167,166,69,52,female
180,176.6,64,22,female
136,138,63,30,female
137,137,62,41,female
211,189,65,39,female
135,135,63,30,female
137,137,63,23,female
257,247,64,47,female
174,171,71,51,female
215,207,64,48,female
153,153,64,13,male
173,168,69,33,female
186,186,67,30,male
181,181,71,19,female
160,162,70,37,female
165,165,62,62,female
210,210,69,30,male
151,151,64,46,female
144,144,61,34,female
210,210,64,62,female
168,168,65,53,female
155,155,65,17,female
136,136,64,57,female
298,298,69,32,female
197,195.5,64,33,female
220,220,62,31,female
310,310,72,19,female
155,155,65,40,female
200,200,72,23,male
182,179,67,37,female
158,158,62,17,female
122,122,63,33,female
175,175,67,31,male
144,144,60,49,female
291,291,64,48,female
142,136,64,24,female
178,178,65,64,female
155,155,67,52,female
149,138.6,65,39,female
139,139,62,53,female
144,143,67,29,female
248,248,68,55,female
172,169,67,57,male
230,230,70,33,male
197,197,65,57,female
133,133,61,35,female
255,255,69,30,female
174,174,68,54,male
190,190,71,38,male
178,178,72,54,male
347,347,65,46,female
200,200,60,30,female
144,144,62,65,female
129,129,62,37,female
179,179,63,51,female
149,149,60,44,female
140,140,60,26,female
150,150,68,21,female
168,160.8,65,57,female
154.5,154.5,64,64,female
185,185,68,46,female
165,165,62,53,female
160,174,69,32,female
305,306.6,67,50,female
164,164,66,44,female
220,220,67,49,female
170,170,63,30,female
290,276,64,48,female
133,133,68,27,female
192,185.2,61,49,female
220,220,69,52,female
127,127,65,26,female
136,136,61,61,female
200,200,67,30,female
237,237,66,47,female
154,165,62,24,female
181,175,69,57,male
180,181,66,63,female
210,207,77,20,male
205,199.54,74,42,male
255,253.5,66,58,female
199,199,60,37,female
211,208.8,63,43,female
176,176,67,18,female
126,126,66,46,female
203,203,70,44,female
199,199,62,37,female
175,175,63,41,female
162,162,70,40,female
228,228,68,40,female
116,116,59,26,female
138,138,66,36,female
180,180,63,38,female
274,274,75,70,male
125,125,61,43,female
157,157,61,44,female
178,155,65,14,female
319,279.6,72,24,male
255,255,64,54,female
170,170,69,36,female
173,172,64,37,female
155,150,61,37,female
218,206,70,51,female
200,200,64,53,female
164.8,162.2,70,46,female
150,150,71,24,female
155,154.5,63,15,female
140,137,63,50,female
200,195,66,38,female
187,187.6,70,40,male
130,130,60,21,female
164,147,68,30,male
233,233,71,46,male
175,170,68,29,female
203,203,67,41,female
128,133,64,27,female
140,140,64,50,female
192,192,70,29,male
130,130,63,24,female
159,159,62,43,female
159,150,70,38,female
